train_lin,b,d,KME,E,K,n_samples,n_distributions,score,trueneg,falseneg,truepos,falsepos
True,0.1,0.1,4,500,500,50,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,100,0.4666666666666667,3,1,4,7
True,0.1,0.1,4,500,500,50,100,0.6,6,2,3,4
True,0.1,0.1,4,500,500,50,100,0.4,2,1,4,8
True,0.1,0.1,4,500,500,50,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,100,0.7333333333333333,8,2,3,2
True,0.1,0.1,4,500,500,50,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,100,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,100,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,100,0.6,7,3,2,3
True,0.1,0.1,4,500,500,50,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,50,100,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,100,0.6,5,1,4,5
True,0.1,0.1,4,500,500,50,100,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,100,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,100,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,100,0.4,1,0,5,9
True,0.1,0.1,4,500,500,50,100,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,100,0.7333333333333333,8,2,3,2
True,0.1,0.1,4,500,500,50,100,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,50,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,50,100,0.6,7,3,2,3
True,0.1,0.1,4,500,500,50,100,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,100,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,100,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,100,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,100,0.7333333333333333,7,1,4,3
True,0.1,0.1,4,500,500,50,100,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,100,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,100,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,100,0.7333333333333333,7,1,4,3
True,0.1,0.1,4,500,500,50,100,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,100,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,100,0.6666666666666666,6,1,4,4
True,0.1,0.1,4,500,500,50,100,0.6,5,1,4,5
True,0.1,0.1,4,500,500,50,100,0.6,5,1,4,5
True,0.1,0.1,4,500,500,50,100,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,100,0.7333333333333333,8,2,3,2
True,0.1,0.1,4,500,500,50,100,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,100,0.6666666666666666,8,3,2,2
True,0.1,0.1,4,500,500,50,100,0.6666666666666666,6,1,4,4
True,0.1,0.1,4,500,500,50,100,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,50,500,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,500,0.8,8,1,4,2
True,0.1,0.1,4,500,500,50,500,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,500,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,500,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.8,9,2,3,1
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,500,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,7,1,4,3
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,9,1,4,1
True,0.1,0.1,4,500,500,50,500,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,500,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,500,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,500,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,500,0.4666666666666667,4,2,3,6
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,500,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,500,0.6,6,2,3,4
True,0.1,0.1,4,500,500,50,500,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,500,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,500,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.3333333333333333,3,3,2,7
True,0.1,0.1,4,500,500,50,500,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,500,0.6,6,2,3,4
True,0.1,0.1,4,500,500,50,500,0.3333333333333333,1,1,4,9
True,0.1,0.1,4,500,500,50,500,0.6,5,1,4,5
True,0.1,0.1,4,500,500,50,500,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,500,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,500,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,500,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,500,0.4,1,0,5,9
True,0.1,0.1,4,500,500,50,500,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,500,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,500,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,500,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.5333333333333333,4,1,4,6
True,0.1,0.1,4,500,500,50,500,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,7,1,4,3
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,7,1,4,3
True,0.1,0.1,4,500,500,50,500,0.5333333333333333,4,1,4,6
True,0.1,0.1,4,500,500,50,500,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,500,0.5333333333333333,3,0,5,7
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,9,1,4,1
True,0.1,0.1,4,500,500,50,500,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,9,1,4,1
True,0.1,0.1,4,500,500,50,500,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,500,0.4666666666666667,4,2,3,6
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.3333333333333333,1,1,4,9
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,7,1,4,3
True,0.1,0.1,4,500,500,50,500,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,500,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,50,500,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,500,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.6666666666666666,6,1,4,4
True,0.1,0.1,4,500,500,50,500,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,500,0.8,8,1,4,2
True,0.1,0.1,4,500,500,50,500,0.6,5,1,4,5
True,0.1,0.1,4,500,500,50,500,0.5333333333333333,5,2,3,5
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.4,1,0,5,9
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,500,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,500,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,500,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,500,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,500,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,500,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,500,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,500,0.6,6,2,3,4
True,0.1,0.1,4,500,500,50,1000,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,1000,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,1000,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,1000,0.6666666666666666,6,1,4,4
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,50,1000,0.6666666666666666,6,1,4,4
True,0.1,0.1,4,500,500,50,1000,0.6,5,1,4,5
True,0.1,0.1,4,500,500,50,1000,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,1000,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,3,1,4,7
True,0.1,0.1,4,500,500,50,1000,0.8,8,1,4,2
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.6666666666666666,7,2,3,3
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.3333333333333333,3,3,2,7
True,0.1,0.1,4,500,500,50,1000,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,1000,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,1000,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,1000,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,1000,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,4,2,3,6
True,0.1,0.1,4,500,500,50,1000,0.4,3,2,3,7
True,0.1,0.1,4,500,500,50,1000,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,1000,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,3,1,4,7
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,8,2,3,2
True,0.1,0.1,4,500,500,50,1000,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,1000,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,1000,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,1000,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,1000,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,1000,0.5333333333333333,3,0,5,7
True,0.1,0.1,4,500,500,50,1000,0.4,4,3,2,6
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,8,2,3,2
True,0.1,0.1,4,500,500,50,1000,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,1000,0.8,8,1,4,2
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,4,2,3,6
True,0.1,0.1,4,500,500,50,1000,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,1000,0.4,1,0,5,9
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,7,1,4,3
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,1000,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,1000,0.4,2,1,4,8
True,0.1,0.1,4,500,500,50,1000,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,50,1000,0.5333333333333333,3,0,5,7
True,0.1,0.1,4,500,500,50,1000,0.8666666666666667,9,1,4,1
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,3,1,4,7
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,1000,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,8,2,3,2
True,0.1,0.1,4,500,500,50,1000,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,1000,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,1000,0.4,1,0,5,9
True,0.1,0.1,4,500,500,50,1000,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,1000,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,1000,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,50,1000,0.5333333333333333,3,0,5,7
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,4,2,3,6
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,3,1,4,7
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,1000,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.5333333333333333,3,0,5,7
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,1000,0.5333333333333333,3,0,5,7
True,0.1,0.1,4,500,500,50,1000,0.8,7,0,5,3
True,0.1,0.1,4,500,500,50,1000,0.8,8,1,4,2
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,1000,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.4,3,2,3,7
True,0.1,0.1,4,500,500,50,1000,0.8,9,2,3,1
True,0.1,0.1,4,500,500,50,1000,0.6,4,0,5,6
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,1000,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,1000,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,50,1000,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,1000,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,50,1000,0.5333333333333333,3,0,5,7
True,0.1,0.1,4,500,500,50,1000,0.6666666666666666,6,1,4,4
True,0.1,0.1,4,500,500,50,1000,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,50,1000,1.0,10,0,5,0
True,0.1,0.1,4,500,500,50,1000,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,100,100,0.8,10,3,2,0
True,0.1,0.1,4,500,500,100,100,0.5333333333333333,3,0,5,7
True,0.1,0.1,4,500,500,100,100,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,100,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,10,1,4,0
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,100,100,0.6,6,2,3,4
True,0.1,0.1,4,500,500,100,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,100,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,100,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,100,100,0.8666666666666667,9,1,4,1
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,100,100,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,100,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.8,9,2,3,1
True,0.1,0.1,4,500,500,100,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.8,8,1,4,2
True,0.1,0.1,4,500,500,100,100,0.8,8,1,4,2
True,0.1,0.1,4,500,500,100,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,100,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,100,100,0.8,10,3,2,0
True,0.1,0.1,4,500,500,100,100,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,100,100,0.8,7,0,5,3
True,0.1,0.1,4,500,500,100,100,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,100,100,0.4666666666666667,5,3,2,5
True,0.1,0.1,4,500,500,100,100,0.8,8,1,4,2
True,0.1,0.1,4,500,500,100,100,0.8,9,2,3,1
True,0.1,0.1,4,500,500,100,100,0.8,7,0,5,3
True,0.1,0.1,4,500,500,100,100,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,100,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,100,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,100,100,0.8,8,1,4,2
True,0.1,0.1,4,500,500,100,100,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,100,100,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,100,100,0.8,7,0,5,3
True,0.1,0.1,4,500,500,100,100,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,100,100,0.8,8,1,4,2
True,0.1,0.1,4,500,500,100,100,0.8,8,1,4,2
True,0.1,0.1,4,500,500,100,100,0.4666666666666667,2,0,5,8
True,0.1,0.1,4,500,500,100,100,0.8,7,0,5,3
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,100,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,100,100,0.6666666666666666,5,0,5,5
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.7333333333333333,7,1,4,3
True,0.1,0.1,4,500,500,100,100,0.5333333333333333,3,0,5,7
True,0.1,0.1,4,500,500,100,100,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,100,100,0.8,7,0,5,3
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,10,1,4,0
True,0.1,0.1,4,500,500,100,100,0.8,7,0,5,3
True,0.1,0.1,4,500,500,100,100,0.7333333333333333,6,0,5,4
True,0.1,0.1,4,500,500,100,100,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,100,100,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,100,100,0.7333333333333333,8,2,3,2
True,0.1,0.1,4,500,500,100,100,0.8,9,2,3,1
True,0.1,0.1,4,500,500,100,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,100,100,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,100,100,0.8666666666666667,8,0,5,2
True,0.1,0.1,4,500,500,100,100,0.6666666666666666,6,1,4,4
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,10,1,4,0
True,0.1,0.1,4,500,500,100,100,0.8,8,1,4,2
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,10,1,4,0
True,0.1,0.1,4,500,500,100,100,0.9333333333333333,9,0,5,1
True,0.1,0.1,4,500,500,100,100,0.3333333333333333,0,0,5,10
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.7333333333333333,8,2,3,2
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.6,4,0,5,6
True,0.1,0.1,4,500,500,100,100,0.5333333333333333,5,2,3,5
True,0.1,0.1,4,500,500,100,100,1.0,10,0,5,0
True,0.1,0.1,4,500,500,100,100,0.8,8,1,4,2
True,0.1,0.1,4,500,500,100,100,0.7333333333333333,7,1,4,3
